months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,policy_limit,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,auto_year,weather_condition,previous_claims,avg_past_claim_amount,max_past_claim_amount,tenure_days,vehicle_age,seasonal_factor,time_factor,weather_factor,total_claim_amount,frequency
42,82,PN00009542,2020-09-09,FL,250,4443.223994352773,500000,500000,31811,Male,Bachelor,Engineer,Widowed,99146.78611201787,8478.585767701701,2019-08-19,Theft,Parked Car,Totaled,9,1,3,1,False,Toyota,Coupe,2011,Fog,0,0.0,0.0,0,8,1.0,1.1,1.2,13726.023426168013,1
27,44,PN00009543,2018-09-18,FL,2000,647.3951785249642,1000000,100000,44719,Female,Master,Teacher,Widowed,81159.41767389607,29327.767952209,2018-07-09,Natural Disaster,Parked Car,Totaled,12,2,4,0,False,Honda,Convertible,2010,Rain,1,7938.38003462392,7938.38003462392,0,8,1.0,1.0,1.3,15620.913078749938,0
74,67,PN00009544,2022-04-05,IL,500,1913.9183485889025,1000000,100000,22587,Male,Bachelor,Engineer,Married,83510.46364553187,4666.082432977514,2020-12-17,Theft,Rear-end,Totaled,23,1,4,1,False,BMW,Truck,2015,Rain,1,2399.726837026504,2399.726837026504,0,5,1.1,1.2,1.3,16957.480789439716,1
110,34,PN00009545,2022-11-29,NY,2000,3770.6533159439505,500000,100000,48787,Female,PhD,Engineer,Single,72648.04100323816,48333.96670496404,2016-06-16,Theft,Parked Car,Major,3,4,1,1,True,Chevrolet,SUV,2015,Fog,0,0.0,0.0,0,1,1.0,1.2,1.2,16508.215800309525,0
52,89,PN00009546,2018-04-25,IL,250,1496.5351295757755,500000,0,92479,Female,PhD,Engineer,Divorced,35078.902280952876,5254.500572199889,2018-10-04,Theft,Rear-end,Minor,3,3,2,1,False,Ford,Convertible,2023,Rain,0,0.0,0.0,162,-5,1.05,1.2,1.3,14009.149620504028,0
42,49,PN00009547,2020-04-25,IL,1000,1392.75928169288,1000000,500000,25713,Female,PhD,Teacher,Divorced,93584.24502544897,43880.343019504624,2022-02-22,Vandalism,Parked Car,Totaled,13,4,2,2,True,Chevrolet,SUV,2006,Rain,0,0.0,0.0,668,16,1.1,1.0,1.3,6499.172645789288,1
32,68,PN00009548,2018-04-02,IL,500,4378.13395683968,250000,250000,18975,Male,Master,Engineer,Married,46567.01477804509,1919.1143346796225,2017-09-26,Theft,Side-swipe,Totaled,13,2,0,4,False,Toyota,Sedan,2020,Clear,1,2986.529695514934,2986.529695514934,0,-3,1.05,1.0,1.0,21244.640108148575,0
106,34,PN00009549,2023-06-17,FL,500,3271.7928248453472,250000,500000,16958,Male,Master,Teacher,Divorced,39944.33219482525,26556.766794060786,2023-06-27,Theft,Side-swipe,Minor,16,2,0,0,False,Chevrolet,Coupe,2015,Snow,0,0.0,0.0,10,8,1.0,1.1,1.5,14882.807847993336,3
26,51,PN00009550,2021-06-07,FL,2000,4950.602232404161,1000000,250000,88350,Male,Bachelor,Engineer,Single,19423.484401743895,42637.92501254427,2019-01-26,Natural Disaster,Head-on,Major,14,1,3,0,True,Chevrolet,Convertible,2019,Clear,0,0.0,0.0,0,0,1.1,1.0,1.0,13210.5420110422,0
25,52,PN00009551,2022-06-24,IL,1000,1106.0135432561683,500000,250000,16647,Female,Bachelor,Manager,Single,30395.703245191085,31730.91717060172,2016-04-17,Natural Disaster,Side-swipe,Totaled,5,3,4,2,True,Ford,Convertible,2020,Clear,1,14006.24370292447,14006.24370292447,0,-4,1.05,1.0,1.0,15194.307318516168,0
75,41,PN00009552,2016-08-25,FL,500,2102.57783254916,250000,500000,89031,Male,High School,Teacher,Married,225.46739820024086,24690.880916286067,2021-07-18,Theft,Head-on,Totaled,1,3,2,0,True,Chevrolet,SUV,2010,Clear,0,0.0,0.0,1788,11,1.0,1.2,1.0,13138.579997339264,2
23,71,PN00009553,2023-12-20,IL,250,1900.46017311658,1000000,0,83615,Female,Bachelor,Manager,Married,65990.46069109163,6368.545370093209,2018-07-08,Theft,Rear-end,Totaled,0,3,0,3,False,Toyota,SUV,2015,Snow,0,0.0,0.0,0,3,1.0,1.2,1.5,14256.802586754682,0
98,35,PN00009554,2021-05-04,NY,2000,4460.595069735094,100000,0,61328,Female,PhD,Engineer,Single,60546.65842116163,32961.81327963135,2023-10-18,Collision,Head-on,Major,22,2,2,0,True,Honda,Truck,2008,Rain,1,9930.990174708337,9930.990174708337,897,15,1.05,1.2,1.3,7313.835640594889,8
57,67,PN00009555,2023-03-04,FL,2000,1648.8343401935479,1000000,250000,23976,Female,Master,Teacher,Single,40303.3181517813,30116.44313589576,2018-06-15,Vandalism,Parked Car,Major,10,3,2,1,True,BMW,Coupe,2003,Clear,0,0.0,0.0,0,15,1.0,1.0,1.0,4945.578989728166,1
52,63,PN00009556,2019-12-16,CA,250,2090.5744895337652,500000,0,25679,Female,High School,Clerical,Widowed,96710.72403968032,22932.892997886695,2018-10-01,Collision,Parked Car,Major,7,3,2,3,False,Ford,Convertible,2008,Rain,0,0.0,0.0,0,10,1.05,1.1,1.3,4219.756678740588,1
104,65,PN00009557,2018-10-19,FL,250,1142.7524405394238,1000000,0,88427,Male,Master,Manager,Single,69310.62060699929,11746.828051496677,2018-07-14,Natural Disaster,Side-swipe,Minor,4,1,0,4,False,Chevrolet,Sedan,2008,Rain,0,0.0,0.0,0,10,1.0,1.2,1.3,4224.385802242369,3
87,50,PN00009558,2022-09-23,NY,250,3989.304421921342,100000,0,63802,Female,PhD,Sales,Divorced,24271.62079196091,11005.602255436192,2020-12-08,Vandalism,Parked Car,Totaled,13,3,4,2,True,Chevrolet,Truck,2009,Snow,1,3713.1928142816882,3713.1928142816882,0,11,1.1,1.0,1.5,22688.12349194005,1
93,44,PN00009559,2016-04-05,NY,500,1569.6647778148379,100000,0,41501,Female,PhD,Sales,Widowed,37870.174386480605,48500.606497175984,2023-04-07,Theft,Side-swipe,Minor,0,4,0,4,True,Honda,Sedan,2005,Snow,0,0.0,0.0,2558,18,1.05,1.2,1.5,6701.943920325774,2
31,18,PN00009560,2023-03-16,FL,1000,807.4412250449877,1000000,250000,60095,Female,PhD,Clerical,Widowed,51579.97571459942,48252.93571646059,2018-06-03,Collision,Head-on,Totaled,16,3,2,3,True,Honda,Sedan,2004,Rain,0,0.0,0.0,0,14,1.0,1.1,1.3,8454.294282703935,0
64,76,PN00009561,2020-05-15,TX,500,2457.989297109035,100000,0,19283,Female,High School,Clerical,Married,54535.30694058847,46848.279090393524,2017-08-18,Vandalism,Head-on,Minor,20,2,4,2,False,Chevrolet,Sedan,2013,Rain,0,0.0,0.0,0,4,1.0,1.0,1.3,9733.06219826604,1
71,27,PN00009562,2015-06-14,IL,1000,2261.561557826906,1000000,500000,87069,Male,Master,Sales,Married,27563.536004005728,25799.691547861257,2016-02-20,Collision,Parked Car,Minor,0,4,2,0,False,Honda,Convertible,2017,Rain,0,0.0,0.0,251,-1,1.1,1.2,1.3,11546.286732702312,0
104,42,PN00009563,2016-07-25,IL,2000,1299.2414193741897,500000,500000,44511,Female,Bachelor,Teacher,Single,24944.027909945722,49413.788664730295,2019-04-30,Vandalism,Head-on,Major,8,2,2,3,True,Chevrolet,Sedan,2019,Clear,0,0.0,0.0,1009,0,1.05,1.1,1.0,7426.185645972682,0
33,74,PN00009564,2022-08-09,NY,1000,1101.1890195320698,500000,250000,79518,Female,Master,Engineer,Single,29942.34413433876,14871.519746188844,2018-09-25,Vandalism,Head-on,Totaled,9,1,1,1,False,Chevrolet,SUV,2018,Fog,1,12174.63037433426,12174.63037433426,0,0,1.05,1.1,1.2,20108.59737140739,1
85,83,PN00009565,2021-03-06,FL,250,4534.507460224673,500000,100000,40412,Female,Master,Teacher,Married,96335.2958962648,21344.2809045431,2016-03-26,Vandalism,Side-swipe,Totaled,8,3,0,1,True,Chevrolet,Truck,2008,Snow,1,10203.370765556194,10203.370765556194,0,8,1.05,1.1,1.5,24121.00297854735,4
2,32,PN00009566,2016-04-23,TX,500,805.3001894805375,250000,0,44448,Male,High School,Sales,Divorced,35952.508300296824,8716.548122577522,2022-11-12,Natural Disaster,Head-on,Major,8,1,4,4,True,BMW,Coupe,2003,Fog,0,0.0,0.0,2394,19,1.05,1.1,1.2,4480.285278331298,0
18,45,PN00009567,2018-06-15,CA,250,946.8993051334398,1000000,500000,92011,Male,Bachelor,Manager,Married,37414.24104936531,23205.381792726672,2021-06-02,Natural Disaster,Parked Car,Totaled,22,1,3,4,True,Chevrolet,Sedan,2021,Snow,0,0.0,0.0,1083,0,1.0,1.2,1.5,7238.866481520446,1
47,30,PN00009568,2015-04-12,IL,2000,1602.712765122827,500000,100000,46787,Male,Bachelor,Manager,Married,72024.42143441348,9251.333210142326,2020-12-02,Collision,Side-swipe,Minor,9,3,2,3,True,Honda,Convertible,2005,Rain,0,0.0,0.0,2061,15,1.1,1.1,1.3,2243.5803540784873,0
33,31,PN00009569,2019-07-04,TX,500,4787.77635345426,1000000,500000,81305,Female,Master,Engineer,Widowed,16275.902545573163,3312.050841505404,2020-08-24,Collision,Head-on,Minor,22,1,4,4,False,Toyota,Convertible,2017,Snow,1,1988.5068085817095,1988.5068085817095,417,3,1.0,1.2,1.5,21287.090956143307,1
101,83,PN00009570,2021-12-04,IL,500,884.2291228393481,100000,500000,52478,Male,PhD,Engineer,Married,64316.31736425639,499.0321244380591,2022-03-28,Collision,Parked Car,Minor,10,2,2,3,False,Ford,Sedan,2003,Rain,2,6458.308316747012,6824.30431726673,114,19,1.05,1.0,1.3,5560.627134232629,0
98,51,PN00009571,2017-06-21,FL,250,4172.066720342969,500000,100000,69920,Female,Master,Sales,Widowed,66612.99391745288,18923.199071540676,2022-03-07,Collision,Side-swipe,Totaled,10,2,1,0,True,Ford,Coupe,2015,Snow,0,0.0,0.0,1720,7,1.05,1.0,1.5,13730.981801278054,4
84,42,PN00009572,2020-01-01,IL,500,4514.234689934722,250000,0,68759,Male,High School,Sales,Widowed,6451.492841982354,44880.10578786793,2022-05-15,Theft,Parked Car,Minor,16,4,1,1,True,Ford,Convertible,2014,Clear,0,0.0,0.0,865,8,1.05,1.1,1.0,7963.364882369908,4
35,71,PN00009573,2019-01-03,CA,250,2200.4048365289846,500000,250000,49542,Male,PhD,Engineer,Single,18994.519831265512,21869.6151764623,2018-02-26,Natural Disaster,Rear-end,Minor,20,4,4,1,True,Ford,Sedan,2002,Clear,1,16807.985471911976,16807.985471911976,0,16,1.1,1.0,1.0,7560.381199069405,0
51,29,PN00009574,2016-01-14,FL,1000,1822.5247992432908,250000,250000,15316,Female,High School,Manager,Widowed,46649.100172265746,32280.73621001121,2020-08-15,Theft,Head-on,Minor,18,2,3,3,False,Chevrolet,Sedan,2001,Clear,1,3124.811531577675,3124.811531577675,1675,19,1.0,1.1,1.0,6462.527024976372,1
114,26,PN00009575,2018-08-29,NY,2000,3548.199777158336,100000,250000,31858,Male,PhD,Clerical,Married,83541.74326774328,40894.78730494308,2018-02-01,Theft,Side-swipe,Totaled,0,3,0,4,False,Toyota,SUV,2012,Rain,1,17092.260238100942,17092.260238100942,0,6,1.1,1.2,1.3,25569.545882165836,3
118,48,PN00009576,2015-08-14,TX,250,3661.855702746003,1000000,0,50149,Male,PhD,Clerical,Married,73234.32654452599,27647.570191192506,2021-10-25,Natural Disaster,Head-on,Major,8,4,0,0,True,BMW,Convertible,2023,Snow,0,0.0,0.0,2264,-2,1.05,1.1,1.5,23957.987910931384,4
18,70,PN00009577,2021-10-26,IL,2000,4009.8972327087,100000,0,66527,Female,PhD,Clerical,Married,87345.1096360251,28159.82536379363,2022-07-07,Natural Disaster,Parked Car,Minor,18,4,0,1,False,Chevrolet,Sedan,2003,Snow,1,7835.712623320545,7835.712623320545,254,19,1.0,1.1,1.5,7796.044255912297,1
110,60,PN00009578,2022-03-11,FL,500,4237.550515980165,100000,500000,84356,Female,Bachelor,Manager,Married,85100.6386216574,26206.363521849158,2020-06-24,Collision,Parked Car,Minor,22,3,1,4,False,Toyota,Coupe,2013,Fog,0,0.0,0.0,0,7,1.0,1.2,1.2,12817.877225062222,5
88,55,PN00009579,2017-03-10,FL,2000,1707.7795520555303,100000,250000,29400,Female,PhD,Teacher,Widowed,51150.20147130994,6254.318077326248,2023-01-13,Theft,Head-on,Totaled,3,3,3,3,True,Honda,SUV,2011,Snow,0,0.0,0.0,2135,12,1.1,1.2,1.5,11089.673235465538,1
72,59,PN00009580,2021-07-17,IL,2000,3591.3272084899204,100000,250000,49843,Male,Bachelor,Teacher,Widowed,62228.377495350214,31782.625202617503,2022-06-15,Natural Disaster,Side-swipe,Totaled,9,3,3,3,True,Honda,SUV,2016,Clear,0,0.0,0.0,333,6,1.0,1.1,1.0,20869.369443187275,3
30,89,PN00009581,2020-11-26,NY,2000,1107.0757592810398,100000,500000,13080,Female,High School,Manager,Divorced,92079.90945474023,36158.78391174165,2020-05-04,Natural Disaster,Parked Car,Major,22,3,1,2,False,BMW,Coupe,2006,Clear,0,0.0,0.0,0,14,1.05,1.2,1.0,9450.463177708623,0
44,65,PN00009582,2017-06-28,IL,500,2798.2909919486915,1000000,500000,47005,Female,PhD,Teacher,Divorced,74107.27341101707,13.901288752760088,2024-05-16,Theft,Head-on,Minor,7,3,0,4,True,Toyota,SUV,2009,Snow,1,9719.514471505161,9719.514471505161,2514,15,1.05,1.1,1.5,5378.302397460665,2
53,84,PN00009583,2023-10-06,NY,1000,3257.991124306675,250000,100000,54815,Male,PhD,Clerical,Single,35787.66731706808,4167.413948147819,2018-12-07,Theft,Parked Car,Totaled,1,3,3,4,False,Toyota,Coupe,2023,Clear,0,0.0,0.0,0,-5,1.1,1.2,1.0,32284.85728976527,0
10,83,PN00009584,2023-08-09,IL,1000,1227.793715044466,100000,100000,46520,Female,PhD,Manager,Married,35036.10683240335,27084.13277961047,2023-12-04,Collision,Rear-end,Totaled,17,3,3,2,False,Honda,Convertible,2000,Fog,0,0.0,0.0,117,23,1.1,1.1,1.2,13601.165429150506,0
87,33,PN00009585,2018-02-12,FL,1000,844.2794287379336,500000,0,62635,Male,High School,Engineer,Single,36662.212419784235,41947.251297297655,2024-12-07,Natural Disaster,Side-swipe,Totaled,0,3,1,3,False,Toyota,SUV,2003,Snow,0,0.0,0.0,2490,21,1.1,1.2,1.5,15482.267555375838,0
52,33,PN00009586,2017-03-12,CA,250,1376.3582882428682,250000,250000,21357,Female,Master,Manager,Widowed,49520.31846198231,26656.116058574997,2020-01-30,Theft,Parked Car,Major,22,2,0,4,False,Ford,Truck,2022,Snow,0,0.0,0.0,1054,-2,1.1,1.2,1.5,10935.817927582399,0
49,48,PN00009587,2015-04-03,CA,250,2392.649365335652,250000,500000,52325,Female,Master,Sales,Widowed,36248.800663505586,21727.013717758487,2024-12-27,Theft,Side-swipe,Totaled,17,2,0,3,True,BMW,Convertible,2015,Clear,2,6825.634414915687,11798.240657368688,3556,9,1.1,1.1,1.0,10828.68977389106,0
11,75,PN00009588,2015-12-09,FL,500,4495.2844001691865,500000,250000,90159,Female,High School,Clerical,Married,18750.90215064209,46839.36893099681,2018-12-15,Theft,Rear-end,Major,2,4,1,4,True,Toyota,SUV,2016,Clear,0,0.0,0.0,1102,2,1.1,1.2,1.0,11584.483343376934,0
66,45,PN00009589,2021-01-14,CA,1000,2893.614910406272,500000,0,50627,Male,High School,Clerical,Single,59491.90787871913,3815.194430239127,2020-11-01,Vandalism,Parked Car,Totaled,21,1,3,0,False,Ford,Convertible,2009,Rain,0,0.0,0.0,0,11,1.05,1.0,1.3,10104.942834066615,2
58,21,PN00009590,2019-12-30,NY,2000,3868.2180128029577,500000,250000,24233,Female,High School,Sales,Widowed,86921.02748256466,6910.08307617712,2020-02-25,Collision,Rear-end,Major,17,4,3,1,False,BMW,Convertible,2020,Clear,1,18677.19453963337,18677.19453963337,57,0,1.1,1.1,1.0,10723.271650509374,2
90,27,PN00009591,2022-08-05,FL,1000,1283.6503773115096,500000,500000,25262,Female,Master,Clerical,Widowed,49254.846269676375,34256.94133823461,2020-02-02,Natural Disaster,Side-swipe,Minor,15,2,4,4,False,Ford,Coupe,2018,Rain,1,7185.3262811009445,7185.3262811009445,0,2,1.1,1.0,1.3,11441.12512804112,2
36,68,PN00009592,2022-07-13,NY,250,976.9018912485146,500000,500000,11555,Male,Bachelor,Sales,Widowed,21914.877805126078,5441.213610437817,2018-08-19,Vandalism,Rear-end,Totaled,8,4,3,2,False,BMW,Truck,2009,Rain,0,0.0,0.0,0,9,1.0,1.1,1.3,7699.232331263091,0
33,35,PN00009593,2015-12-24,FL,500,1578.278109345079,100000,500000,56931,Female,High School,Sales,Married,81305.03620777845,6756.791774305349,2019-08-04,Natural Disaster,Rear-end,Minor,0,4,1,2,False,BMW,Sedan,2000,Fog,1,5736.320967107323,5736.320967107323,1319,19,1.0,1.2,1.2,8645.117118314127,0
47,64,PN00009594,2020-09-27,NY,1000,1912.4618575566158,250000,0,73712,Female,Master,Clerical,Divorced,75574.42149483472,43596.430845214876,2022-01-22,Vandalism,Rear-end,Major,15,4,3,0,True,BMW,Sedan,2018,Clear,1,8980.559788276709,8980.559788276709,482,4,1.1,1.0,1.0,8672.341688184932,0
13,49,PN00009595,2019-06-04,NY,250,2966.4590846998976,500000,500000,69560,Male,Bachelor,Manager,Divorced,70021.72232106818,10509.72435193231,2020-01-02,Natural Disaster,Head-on,Totaled,6,1,0,1,False,Ford,Coupe,2022,Snow,1,30773.134103203614,30773.134103203614,212,-2,1.1,1.0,1.5,27877.67470381257,0
40,47,PN00009596,2017-03-07,CA,250,4465.5949416399835,500000,100000,95547,Male,PhD,Sales,Widowed,67472.44114175558,31121.64280409846,2016-11-11,Collision,Parked Car,Major,18,1,0,3,False,Toyota,Coupe,2006,Clear,0,0.0,0.0,0,10,1.05,1.1,1.0,8767.141880008012,0
89,53,PN00009597,2020-07-01,FL,2000,2417.4167754981445,1000000,500000,96001,Female,PhD,Engineer,Married,78227.42117946983,19837.95630518264,2023-10-10,Natural Disaster,Head-on,Minor,3,1,0,0,False,Ford,Coupe,2016,Rain,2,5235.403734583715,8389.45867164064,1196,7,1.05,1.2,1.3,6708.874011645941,5
68,26,PN00009598,2018-07-25,IL,1000,2834.5918453023655,250000,250000,81355,Female,High School,Sales,Single,83026.29452004342,6836.260591580495,2017-07-04,Vandalism,Rear-end,Major,4,2,2,1,True,Ford,Truck,2014,Fog,0,0.0,0.0,0,3,1.0,1.2,1.2,12261.647425502899,0
42,53,PN00009599,2021-10-06,CA,2000,520.7609119321429,250000,500000,63342,Male,Bachelor,Engineer,Widowed,89820.2987033311,19304.422997274407,2019-08-10,Vandalism,Side-swipe,Major,19,4,2,1,True,Chevrolet,Truck,2020,Fog,0,0.0,0.0,0,-1,1.0,1.0,1.2,11336.837131077102,0
19,46,PN00009600,2021-10-14,NY,1000,649.9042830107899,100000,500000,37582,Male,Master,Manager,Married,60993.11971524758,20812.15739871202,2023-11-17,Natural Disaster,Head-on,Minor,0,1,1,2,True,Chevrolet,Sedan,2009,Clear,0,0.0,0.0,764,14,1.05,1.2,1.0,6277.719807862629,0
82,33,PN00009601,2020-09-26,NY,500,876.9613996739643,250000,250000,62817,Male,PhD,Sales,Widowed,39359.28032149338,31431.736819664526,2018-10-08,Natural Disaster,Head-on,Totaled,8,1,3,3,True,Toyota,Convertible,2019,Rain,1,3500.727794980648,3500.727794980648,0,-1,1.05,1.1,1.3,22910.586649310317,0
101,38,PN00009602,2015-08-18,IL,1000,3645.4733846556287,500000,0,44572,Female,PhD,Sales,Widowed,8989.625721479566,7674.50069430079,2024-12-02,Natural Disaster,Side-swipe,Major,14,2,0,1,False,Honda,Convertible,2017,Clear,0,0.0,0.0,3394,7,1.1,1.0,1.0,8374.281990679026,3
94,81,PN00009603,2022-06-24,IL,2000,2687.861159473628,1000000,0,91542,Female,Master,Sales,Married,72241.64100573,1867.6304881354688,2022-01-13,Natural Disaster,Side-swipe,Major,11,1,0,0,True,Ford,Truck,2022,Snow,1,10524.49380529586,10524.49380529586,0,0,1.1,1.0,1.5,9293.780356164449,4
19,83,PN00009604,2019-01-18,NY,2000,1368.3253933933615,250000,0,84397,Male,PhD,Engineer,Married,14120.758607224714,30299.503232691583,2022-06-29,Theft,Parked Car,Totaled,17,4,2,4,True,Ford,Truck,2023,Snow,1,10663.709665342622,10663.709665342622,1258,-1,1.0,1.1,1.5,11485.824062443156,1
58,76,PN00009605,2019-06-17,IL,250,3166.697474104186,1000000,0,57614,Male,PhD,Manager,Widowed,86851.98281354841,3270.388006889774,2017-06-11,Theft,Parked Car,Totaled,9,4,4,0,False,Chevrolet,Convertible,2010,Rain,0,0.0,0.0,0,7,1.0,1.1,1.3,12829.028130868206,0
23,45,PN00009606,2016-08-28,TX,1000,2950.7546831856625,500000,500000,70741,Female,High School,Clerical,Divorced,40587.46362538449,7693.360572313412,2017-01-30,Natural Disaster,Head-on,Minor,15,1,2,2,True,Chevrolet,SUV,2016,Snow,2,16988.53665759517,19294.294738306675,155,1,1.1,1.0,1.5,6409.187455576548,0
54,72,PN00009607,2023-01-11,CA,1000,899.5968581449808,1000000,500000,92052,Female,Bachelor,Teacher,Single,87613.65791728301,49073.50376178064,2024-10-17,Theft,Rear-end,Major,8,3,1,0,False,Honda,Convertible,2009,Snow,0,0.0,0.0,645,15,1.05,1.1,1.5,7041.796792905307,0
80,48,PN00009608,2019-10-18,FL,500,3381.857477227158,250000,100000,82028,Male,Bachelor,Sales,Divorced,51847.462989339685,1138.2941859018613,2021-09-09,Natural Disaster,Side-swipe,Minor,5,2,2,3,True,Honda,Sedan,2006,Fog,0,0.0,0.0,692,15,1.05,1.0,1.2,5751.044462346257,5
65,50,PN00009609,2019-02-23,IL,250,3952.196926837296,250000,0,32062,Male,Bachelor,Sales,Married,45348.31103924638,32113.848543914235,2023-12-11,Collision,Side-swipe,Major,17,1,1,4,True,Chevrolet,Coupe,2008,Rain,1,1877.697837151942,1877.697837151942,1752,15,1.1,1.1,1.3,9690.50151032505,1
12,77,PN00009610,2019-05-01,IL,2000,1789.4948346909362,100000,250000,39677,Male,Bachelor,Sales,Single,36357.00024912649,6941.250533474564,2021-05-02,Vandalism,Rear-end,Totaled,7,1,0,1,True,Honda,Coupe,2000,Fog,0,0.0,0.0,732,21,1.05,1.1,1.2,15654.23283699276,0
24,58,PN00009611,2019-03-08,TX,1000,3593.6998789743843,500000,250000,60219,Male,Master,Clerical,Single,6134.70594963047,41058.8463719113,2022-01-01,Collision,Side-swipe,Totaled,9,3,4,3,True,Honda,Coupe,2022,Rain,0,0.0,0.0,1030,0,1.1,1.1,1.3,18007.593829086585,0
34,63,PN00009612,2015-02-19,FL,250,1398.737826539528,100000,250000,60453,Female,Bachelor,Manager,Widowed,1152.7954706249454,29088.287494167227,2019-07-08,Vandalism,Side-swipe,Major,12,3,1,0,True,Ford,Sedan,2023,Clear,0,0.0,0.0,1600,-4,1.0,1.0,1.0,8293.871335722153,0
53,66,PN00009613,2018-03-11,TX,500,3905.2796617028516,100000,250000,39834,Male,High School,Engineer,Divorced,50868.92768943711,23623.63988203437,2017-03-05,Collision,Head-on,Totaled,0,2,2,2,True,Toyota,Sedan,2007,Snow,0,0.0,0.0,0,10,1.05,1.2,1.5,24921.023627910003,2
8,82,PN00009614,2018-11-13,FL,250,4602.983761052241,500000,100000,33788,Female,Master,Clerical,Married,90110.76672315632,23020.352776635616,2022-10-10,Vandalism,Parked Car,Major,15,2,0,0,False,Honda,Sedan,2000,Clear,0,0.0,0.0,1427,22,1.05,1.0,1.0,7480.8709108564635,2
18,59,PN00009615,2018-12-10,CA,1000,2488.4020571074116,250000,100000,34841,Male,High School,Manager,Married,58611.01119614143,33547.2123278572,2018-07-22,Vandalism,Rear-end,Totaled,9,1,3,1,False,BMW,Convertible,2019,Clear,1,11120.452877469688,11120.452877469688,0,-1,1.0,1.1,1.0,19016.39214779767,0
57,40,PN00009616,2018-06-15,IL,1000,1600.7993519522804,1000000,100000,85945,Male,PhD,Teacher,Single,86237.78777980646,41934.12967839099,2024-01-28,Vandalism,Rear-end,Major,12,1,3,0,False,Toyota,Truck,2018,Fog,2,6102.423227355012,6797.634941952008,2053,6,1.1,1.0,1.2,9873.840712926129,0
112,44,PN00009617,2019-12-31,CA,500,2296.2951598896493,100000,0,76775,Female,Bachelor,Manager,Divorced,99975.42223869209,346.50474733425864,2019-11-27,Theft,Head-on,Totaled,2,1,3,3,True,Chevrolet,Truck,2023,Snow,1,19806.11747344792,19806.11747344792,0,-4,1.05,1.2,1.5,19910.641478166053,0
5,49,PN00009618,2021-04-16,FL,500,1625.348626950726,250000,500000,59268,Male,Bachelor,Manager,Divorced,17861.67412709212,1012.5590518305694,2024-01-18,Theft,Parked Car,Totaled,20,2,1,4,True,Chevrolet,SUV,2000,Rain,0,0.0,0.0,1007,24,1.1,1.0,1.3,8803.0144821711,0
26,20,PN00009619,2015-12-25,IL,500,505.5771909486895,250000,250000,54269,Male,Master,Engineer,Married,65957.65417989541,13622.600763935778,2023-11-15,Vandalism,Side-swipe,Major,0,2,0,3,False,Toyota,SUV,2003,Fog,0,0.0,0.0,2882,20,1.05,1.2,1.2,5850.839621669827,0
30,77,PN00009620,2017-06-02,TX,2000,3427.054753120003,100000,250000,66575,Female,Bachelor,Manager,Divorced,41690.777512689834,36913.114101908475,2023-03-26,Natural Disaster,Side-swipe,Totaled,21,2,4,0,False,Toyota,Sedan,2017,Rain,0,0.0,0.0,2123,6,1.05,1.0,1.3,16915.946069391244,1
54,34,PN00009621,2023-03-01,NY,250,691.3698888298861,100000,100000,83459,Male,High School,Manager,Single,20880.513972179815,9689.0709954033,2022-03-19,Vandalism,Rear-end,Major,13,1,4,1,True,Ford,Coupe,2001,Rain,2,12420.045804887643,18883.808061734202,0,21,1.05,1.0,1.3,5642.542841134895,0
13,49,PN00009622,2019-12-25,TX,250,1446.7583309775396,100000,0,99935,Female,Master,Sales,Married,24090.371067086937,20336.57379741453,2018-07-06,Vandalism,Parked Car,Totaled,17,2,0,2,True,BMW,Truck,2005,Snow,0,0.0,0.0,0,13,1.0,1.1,1.5,11603.33087283613,1
83,24,PN00009623,2023-04-26,NY,250,3751.0230025841947,250000,100000,75355,Female,Bachelor,Engineer,Widowed,24465.361823019128,25379.69634734743,2021-03-20,Natural Disaster,Head-on,Totaled,14,1,3,4,False,Honda,SUV,2001,Snow,0,0.0,0.0,0,20,1.05,1.0,1.5,10736.109758166358,2
29,88,PN00009624,2019-08-30,TX,2000,3495.7625626210256,500000,250000,44742,Female,High School,Manager,Widowed,72965.16718370099,18646.754368628004,2019-01-07,Theft,Head-on,Major,5,1,3,1,False,Toyota,Truck,2011,Clear,0,0.0,0.0,0,8,1.1,1.0,1.0,9732.353619767795,0
3,86,PN00009625,2019-12-18,FL,250,829.9801042077454,500000,250000,28865,Female,PhD,Manager,Single,35500.198915262736,23231.803050502607,2022-06-10,Vandalism,Side-swipe,Major,14,4,3,0,False,Ford,Convertible,2002,Fog,0,0.0,0.0,905,20,1.0,1.0,1.2,11729.39925017984,0
90,75,PN00009626,2018-03-28,CA,500,3470.2463348558467,100000,100000,82643,Male,Bachelor,Sales,Divorced,25573.429513042356,39937.43642533346,2016-08-05,Natural Disaster,Side-swipe,Minor,13,3,0,3,True,Chevrolet,Truck,2005,Fog,2,20986.506269930942,29798.19904068241,0,11,1.0,1.0,1.2,5749.113317135148,6
